id;nome_municipio;populacao
2566; 'Alcantil';2500536
2567; 'Algodão de Jandaír;2500577
2568; 'Alhandra';2500601
2569; 'Amparo';2500734
2570; 'Aparecida';2500775
2571; 'Araçagi;2500809
2572; 'Arara';2500908
2573; 'Araruna';2501005
2574; 'Areia';2501104
2575; 'Areia de Baraúnas;2501153
2576; 'Areial';2501203
2577; 'Aroeiras';2501302
2578; 'Assunçã;2501351
2579; 'Baía da Traiç�;2501401
2580; 'Bananeiras';2501500
2581; 'Baraúna;2501534
2582; 'Barra de Santa Rosa';2501609
2583; 'Barra de Santana';2501575
2584; 'Barra de São Miguel;2501708
2585; 'Bayeux';2501807
2586; 'Belém;2501906
2587; 'Belém do Brejo do Cruz;2502003
2588; 'Bernardino Batista';2502052
2589; 'Boa Ventura';2502102
2590; 'Boa Vista';2502151
2591; 'Bom Jesus';2502201
2592; 'Bom Sucesso';2502300
2593; 'Bonito de Santa Fé;2502409
2594; 'Boqueirão;2502508
2595; 'Borborema';2502706
2596; 'Brejo do Cruz';2502805
2597; 'Brejo dos Santos';2502904
2598; 'Caaporã;2503001
2599; 'Cabaceiras';2503100
2600; 'Cabedelo';2503209
2601; 'Cachoeira dos Índios;2503308
2602; 'Cacimba de Areia';2503407
2603; 'Cacimba de Dentro';2503506
2604; 'Cacimbas';2503555
2605; 'Caiçara;2503605
2606; 'Cajazeiras';2503704
2607; 'Cajazeirinhas';2503753
2608; 'Caldas Brandão;2503803
2609; 'Camalaú;2503902
2610; 'Campina Grande';2504009
2611; 'Campo de Santana';2516409
2612; 'Capim';2504033
2613; 'Caraúbas;2504074
2614; 'Carrapateira';2504108
2615; 'Casserengue';2504157
2616; 'Catingueira';2504207
2617; 'Catolé do Rocha;2504306
2618; 'Caturité;2504355
2619; 'Conceiçã;2504405
2620; 'Condado';2504504
2621; 'Conde';2504603
2622; 'Congo';2504702
2623; 'Coremas';2504801
2624; 'Coxixola';2504850
2625; 'Cruz do Espírito Santo;2504900
2626; 'Cubati';2505006
2627; 'Cuité;2505105
2628; 'Cuité de Mamanguape;2505238
2629; 'Cuitegi';2505204
2630; 'Curral de Cima';2505279
2631; 'Curral Velho';2505303
2632; 'Damião;2505352
2633; 'Desterro';2505402
2634; 'Diamante';2505600
2635; 'Dona Inês;2505709
2636; 'Duas Estradas';2505808
2637; 'Emas';2505907
2638; 'Esperança;2506004
2639; 'Fagundes';2506103
2640; 'Frei Martinho';2506202
2641; 'Gado Bravo';2506251
2642; 'Guarabira';2506301
2643; 'Gurinhém;2506400
2644; 'Gurjão;2506509
2645; 'Ibiara';2506608
2646; 'Igaracy';2502607
2647; 'Imaculada';2506707
2648; 'Ingá;2506806
2649; 'Itabaiana';2506905
2650; 'Itaporanga';2507002
2651; 'Itapororoca';2507101
2652; 'Itatuba';2507200
2653; 'Jacaraú;2507309
2654; 'Jericó;2507408
2655; 'João Pessoa;2507507
2656; 'Juarez Távora;2507606
2657; 'Juazeirinho';2507705
2658; 'Junco do Seridó;2507804
2659; 'Juripiranga';2507903
2660; 'Juru';2508000
2661; 'Lagoa';2508109
2662; 'Lagoa de Dentro';2508208
2663; 'Lagoa Seca';2508307
2664; 'Lastro';2508406
2665; 'Livramento';2508505
2666; 'Logradouro';2508554
2667; 'Lucena';2508604
2668; 'Mãe d`Águ;2508703
2669; 'Malta';2508802
2670; 'Mamanguape';2508901
2671; 'Manaíra;2509008
2672; 'Marcaçã;2509057
2673; 'Mari';2509107
2674; 'Marizópolis;2509156
2675; 'Massaranduba';2509206
2676; 'Mataraca';2509305
2677; 'Matinhas';2509339
2678; 'Mato Grosso';2509370
2679; 'Maturéia;2509396
2680; 'Mogeiro';2509404
2681; 'Montadas';2509503
2682; 'Monte Horebe';2509602
2683; 'Monteiro';2509701
2684; 'Mulungu';2509800
2685; 'Natuba';2509909
2686; 'Nazarezinho';2510006
2687; 'Nova Floresta';2510105
2688; 'Nova Olinda';2510204
2689; 'Nova Palmeira';2510303
2690; 'Olho d`Água;2510402
2691; 'Olivedos';2510501
2692; 'Ouro Velho';2510600
2693; 'Parari';2510659
2694; 'Passagem';2510709
2695; 'Patos';2510808
2696; 'Paulista';2510907
2697; 'Pedra Branca';2511004
2698; 'Pedra Lavrada';2511103
2699; 'Pedras de Fogo';2511202
2700; 'Pedro Régis;2512721
2701; 'Piancó;2511301
2702; 'Picuí;2511400
2703; 'Pilar';2511509
2704; 'Pilões;2511608
2705; 'Pilõezinhos;2511707
2706; 'Pirpirituba';2511806
2707; 'Pitimbu';2511905
2708; 'Pocinhos';2512002
2709; 'Poço Dantas;2512036
2710; 'Poço de José de Mour;2512077
2711; 'Pombal';2512101
2712; 'Prata';2512200
2713; 'Princesa Isabel';2512309
2714; 'Puxinanã;2512408
2715; 'Queimadas';2512507
2716; 'Quixabá;2512606
2717; 'Remígio;2512705
2718; 'Riachão;2512747
2719; 'Riachão do Bacamarte;2512754
2720; 'Riachão do Poç;2512762
2721; 'Riacho de Santo Antônio;2512788
2722; 'Riacho dos Cavalos';2512804
2723; 'Rio Tinto';2512903
2724; 'Salgadinho';2513000
2725; 'Salgado de São Féli;2513109
2726; 'Santa Cecília;2513158
2727; 'Santa Cruz';2513208
2728; 'Santa Helena';2513307
2729; 'Santa Inês;2513356
2730; 'Santa Luzia';2513406
2731; 'Santa Rita';2513703
2732; 'Santa Teresinha';2513802
2733; 'Santana de Mangueira';2513505
2734; 'Santana dos Garrotes';2513604
2735; 'Santarém;2513653
2736; 'Santo André;2513851
2737; 'São Bentinho;2513927
2738; 'São Bento;2513901
2739; 'São Domingos de Pombal;2513968
2740; 'São Domingos do Cariri;2513943
2741; 'São Francisco;2513984
2742; 'São João do Carir;2514008
2743; 'São João do Rio do Peix;2500700
2744; 'São João do Tigr;2514107
2745; 'São José da Lagoa Tapad;2514206
2746; 'São José de Caian;2514305
2747; 'São José de Espinhara;2514404
2748; 'São José de Piranha;2514503
2749; 'São José de Princes;2514552
2750; 'São José do Bonfi;2514602
2751; 'São José do Brejo do Cru;2514651
2752; 'São José do Sabug;2514701
2753; 'São José dos Cordeiro;2514800
2754; 'São José dos Ramo;2514453
2755; 'São Mamede;2514909
2756; 'São Miguel de Taipu;2515005
2757; 'São Sebastião de Lagoa de Ro�;2515104
2758; 'São Sebastião do Umbuzeir;2515203
2759; 'Sapé;2515302
2760; 'Seridó;2515401
2761; 'Serra Branca';2515500
2762; 'Serra da Raiz';2515609
2763; 'Serra Grande';2515708
2764; 'Serra Redonda';2515807
2765; 'Serraria';2515906
2766; 'Sertãozinho;2515930
2767; 'Sobrado';2515971
2768; 'Solânea;2516003
2769; 'Soledade';2516102
2770; 'Sossêgo;2516151
2771; 'Sousa';2516201
2772; 'Sumé;2516300
2773; 'Taperoá;2516508
2774; 'Tavares';2516607
2775; 'Teixeira';2516706
2776; 'Tenório;2516755
2777; 'Triunfo';2516805
2778; 'Uiraúna;2516904
2779; 'Umbuzeiro';2517001
2780; 'Várzea;2517100
2781; 'Vieirópolis;2517209
2782; 'Vista Serrana';2505501
2783; 'Zabelê;2517407
2784; 'Abatiá;4100103
2785; 'Adrianópolis;4100202
2786; 'Agudos do Sul';4100301
2787; 'Almirante Tamandaré;4100400
2788; 'Altamira do Paraná;4100459
2789; 'Alto Paraíso;4128625
2790; 'Alto Paraná;4100608
2791; 'Alto Piquiri';4100707
2792; 'Altônia;4100509
2793; 'Alvorada do Sul';4100806
2794; 'Amaporã;4100905
2795; 'Ampére;4101002
2796; 'Anahy';4101051
2797; 'Andirá;4101101
2798; 'Ângulo;4101150
2799; 'Antonina';4101200
2800; 'Antônio Olinto;4101309
2801; 'Apucarana';4101408
2802; 'Arapongas';4101507
2803; 'Arapoti';4101606
2804; 'Arapuã;4101655
2805; 'Araruna';4101705
2806; 'Araucária;4101804
2807; 'Ariranha do Ivaí;4101853
2808; 'Assaí;4101903
2809; 'Assis Chateaubriand';4102000
2810; 'Astorga';4102109
2811; 'Atalaia';4102208
2812; 'Balsa Nova';4102307
2813; 'Bandeirantes';4102406
2814; 'Barbosa Ferraz';4102505
2815; 'Barra do Jacaré;4102703
2816; 'Barracão;4102604
2817; 'Bela Vista da Caroba';4102752
2818; 'Bela Vista do Paraíso;4102802
2819; 'Bituruna';4102901
2820; 'Boa Esperança;4103008
2821; 'Boa Esperança do Iguaç;4103024
2822; 'Boa Ventura de São Roque;4103040
2823; 'Boa Vista da Aparecida';4103057
2824; 'Bocaiúva do Sul;4103107
2825; 'Bom Jesus do Sul';4103156
2826; 'Bom Sucesso';4103206
2827; 'Bom Sucesso do Sul';4103222
2828; 'Borrazópolis;4103305
2829; 'Braganey';4103354
2830; 'Brasilândia do Sul;4103370
2831; 'Cafeara';4103404
2832; 'Cafelândia;4103453
2833; 'Cafezal do Sul';4103479
2834; 'Califórnia;4103503
2835; 'Cambará;4103602
2836; 'Cambé;4103701
2837; 'Cambira';4103800
2838; 'Campina da Lagoa';4103909
2839; 'Campina do Simão;4103958
2840; 'Campina Grande do Sul';4104006
2841; 'Campo Bonito';4104055
2842; 'Campo do Tenente';4104105
2843; 'Campo Largo';4104204
2844; 'Campo Magro';4104253
2845; 'Campo Mourão;4104303
2846; 'Cândido de Abreu;4104402
2847; 'Candói;4104428
2848; 'Cantagalo';4104451
2849; 'Capanema';4104501
2850; 'Capitão Leônidas Marque;4104600
2851; 'Carambeí;4104659
2852; 'Carlópolis;4104709
2853; 'Cascavel';4104808
2854; 'Castro';4104907
2855; 'Catanduvas';4105003
2856; 'Centenário do Sul;4105102
2857; 'Cerro Azul';4105201
2858; 'Céu Azul;4105300
2859; 'Chopinzinho';4105409
2860; 'Cianorte';4105508
2861; 'Cidade Gaúcha;4105607
2862; 'Clevelândia;4105706
2863; 'Colombo';4105805
2864; 'Colorado';4105904
2865; 'Congonhinhas';4106001
2866; 'Conselheiro Mairinck';4106100
2867; 'Contenda';4106209
2868; 'Corbélia;4106308
2869; 'Cornélio Procópi;4106407
2870; 'Coronel Domingos Soares';4106456
2871; 'Coronel Vivida';4106506
2872; 'Corumbataí do Sul;4106555
2873; 'Cruz Machado';4106803
2874; 'Cruzeiro do Iguaçu;4106571
2875; 'Cruzeiro do Oeste';4106605
2876; 'Cruzeiro do Sul';4106704
2877; 'Cruzmaltina';4106852
2878; 'Curitiba';4106902
2879; 'Curiúva;4107009
2880; 'Diamante d`Oeste';4107157
2881; 'Diamante do Norte';4107108
2882; 'Diamante do Sul';4107124
2883; 'Dois Vizinhos';4107207
2884; 'Douradina';4107256
2885; 'Doutor Camargo';4107306
2886; 'Doutor Ulysses';4128633
2887; 'Enéas Marques;4107405
2888; 'Engenheiro Beltrão;4107504
2889; 'Entre Rios do Oeste';4107538
2890; 'Esperança Nova;4107520
2891; 'Espigão Alto do Iguaç;4107546
2892; 'Farol';4107553
2893; 'Faxinal';4107603
2894; 'Fazenda Rio Grande';4107652
2895; 'Fênix;4107702
2896; 'Fernandes Pinheiro';4107736
2897; 'Figueira';4107751
2898; 'Flor da Serra do Sul';4107850
2899; 'Floraí;4107801
2900; 'Floresta';4107900
2901; 'Florestópolis;4108007
2902; 'Flórida;4108106
2903; 'Formosa do Oeste';4108205
2904; 'Foz do Iguaçu;4108304
2905; 'Foz do Jordão;4108452
2906; 'Francisco Alves';4108320
2907; 'Francisco Beltrão;4108403
2908; 'General Carneiro';4108502
2909; 'Godoy Moreira';4108551
2910; 'Goioerê;4108601
2911; 'Goioxim';4108650
2912; 'Grandes Rios';4108700
2913; 'Guaíra;4108809
2914; 'Guairaç�;4108908
2915; 'Guamiranga';4108957
2916; 'Guapirama';4109005
2917; 'Guaporema';4109104
2918; 'Guaraci';4109203
2919; 'Guaraniaçu;4109302
2920; 'Guarapuava';4109401
2921; 'Guaraqueçaba;4109500
2922; 'Guaratuba';4109609
2923; 'Honório Serpa;4109658
2924; 'Ibaiti';4109708
2925; 'Ibema';4109757
2926; 'Ibiporã;4109807
2927; 'Icaraíma;4109906
2928; 'Iguaraçu;4110003
2929; 'Iguatu';4110052
2930; 'Imbaú;4110078
2931; 'Imbituva';4110102
2932; 'Inácio Martins;4110201
2933; 'Inajá;4110300
2934; 'Indianópolis;4110409
2935; 'Ipiranga';4110508
2936; 'Iporã;4110607
2937; 'Iracema do Oeste';4110656
2938; 'Irati';4110706
2939; 'Iretama';4110805
2940; 'Itaguajé;4110904
2941; 'Itaipulândia;4110953
2942; 'Itambaracá;4111001
2943; 'Itambé;4111100
2944; 'Itapejara d`Oeste';4111209
2945; 'Itaperuçu;4111258
2946; 'Itaúna do Sul;4111308
2947; 'Ivaí;4111407
2948; 'Ivaiporã;4111506
2949; 'Ivaté;4111555
2950; 'Ivatuba';4111605
2951; 'Jaboti';4111704
2952; 'Jacarezinho';4111803
2953; 'Jaguapitã;4111902
2954; 'Jaguariaíva;4112009
2955; 'Jandaia do Sul';4112108
2956; 'Janiópolis;4112207
2957; 'Japira';4112306
2958; 'Japurá;4112405
2959; 'Jardim Alegre';4112504
2960; 'Jardim Olinda';4112603
2961; 'Jataizinho';" 4112702;"
INSERT INTO `cidade` `id`; `nome`; `ibge` VALUES
2962; 'Jesuítas;4112751
2963; 'Joaquim Távora;4112801
2964; 'Jundiaí do Sul;4112900
2965; 'Juranda';4112959
2966; 'Jussara';4113007
2967; 'Kaloré;4113106
2968; 'Lapa';4113205
2969; 'Laranjal';4113254
2970; 'Laranjeiras do Sul';4113304
2971; 'Leópolis;4113403
2972; 'Lidianópolis;4113429
2973; 'Lindoeste';4113452
2974; 'Loanda';4113502
2975; 'Lobato';4113601
2976; 'Londrina';4113700
2977; 'Luiziana';4113734
2978; 'Lunardelli';4113759
2979; 'Lupionópolis;4113809
2980; 'Mallet';4113908
2981; 'Mamborê;4114005
2982; 'Mandaguaçu;4114104
2983; 'Mandaguari';4114203
2984; 'Mandirituba';4114302
2985; 'Manfrinópolis;4114351
2986; 'Mangueirinha';4114401
2987; 'Manoel Ribas';4114500
2988; 'Marechal Cândido Rondon;4114609
2989; 'Maria Helena';4114708
2990; 'Marialva';4114807
2991; 'Marilândia do Sul;4114906
2992; 'Marilena';4115002
2993; 'Mariluz';4115101
2994; 'Maringá;4115200
2995; 'Mariópolis;4115309
2996; 'Maripá;4115358
2997; 'Marmeleiro';4115408
2998; 'Marquinho';4115457
2999; 'Marumbi';4115507
3000; 'Matelândia;4115606
3001; 'Matinhos';4115705
3002; 'Mato Rico';4115739
3003; 'Mauá da Serra;4115754
3004; 'Medianeira';4115804
3005; 'Mercedes';4115853
3006; 'Mirador';4115903
3007; 'Miraselva';4116000
3008; 'Missal';4116059
3009; 'Moreira Sales';4116109
3010; 'Morretes';4116208
3011; 'Munhoz de Melo';4116307
3012; 'Nossa Senhora das Graças;4116406
3013; 'Nova Aliança do Iva�;4116505
3014; 'Nova América da Colina;4116604
3015; 'Nova Aurora';4116703
3016; 'Nova Cantu';4116802
3017; 'Nova Esperança;4116901
3018; 'Nova Esperança do Sudoeste;4116950
3019; 'Nova Fátima;4117008
3020; 'Nova Laranjeiras';4117057
3021; 'Nova Londrina';4117107
3022; 'Nova Olímpia;4117206
3023; 'Nova Prata do Iguaçu;4117255
3024; 'Nova Santa Bárbara;4117214
3025; 'Nova Santa Rosa';4117222
3026; 'Nova Tebas';4117271
3027; 'Novo Itacolomi';4117297
3028; 'Ortigueira';4117305
3029; 'Ourizona';4117404
3030; 'Ouro Verde do Oeste';4117453
3031; 'Paiçandu;4117503
3032; 'Palmas';4117602
3033; 'Palmeira';4117701
3034; 'Palmital';4117800
3035; 'Palotina';4117909
3036; 'Paraíso do Norte;4118006
3037; 'Paranacity';4118105
3038; 'Paranaguá;4118204
3039; 'Paranapoema';4118303
3040; 'Paranavaí;4118402
3041; 'Pato Bragado';4118451
3042; 'Pato Branco';4118501
3043; 'Paula Freitas';4118600
3044; 'Paulo Frontin';4118709
3045; 'Peabiru';4118808
3046; 'Perobal';4118857
3047; 'Pérola;4118907
3048; 'Pérola d`Oeste;4119004
3049; 'Piên;4119103
3050; 'Pinhais';4119152
3051; 'Pinhal de São Bento;4119251
3052; 'Pinhalão;4119202
3053; 'Pinhão;4119301
3054; 'Piraí do Sul;4119400
3055; 'Piraquara';4119509
3056; 'Pitanga';4119608
3057; 'Pitangueiras';4119657
3058; 'Planaltina do Paraná;4119707
3059; 'Planalto';4119806
3060; 'Ponta Grossa';4119905
3061; 'Pontal do Paraná;4119954
3062; 'Porecatu';4120002
3063; 'Porto Amazonas';4120101
3064; 'Porto Barreiro';4120150
3065; 'Porto Rico';4120200
3066; 'Porto Vitória;4120309
3067; 'Prado Ferreira';4120333
3068; 'Pranchita';4120358
3069; 'Presidente Castelo Branco';4120408
3070; 'Primeiro de Maio';4120507
3071; 'Prudentópolis;4120606
3072; 'Quarto Centenário;4120655
3073; 'Quatiguá;4120705
3074; 'Quatro Barras';4120804
3075; 'Quatro Pontes';4120853
3076; 'Quedas do Iguaçu;4120903
3077; 'Querência do Norte;4121000
3078; 'Quinta do Sol';4121109
3079; 'Quitandinha';4121208
3080; 'Ramilândia;4121257
3081; 'Rancho Alegre';4121307
3082; 'Rancho Alegre d`Oeste';4121356
3083; 'Realeza';4121406
3084; 'Rebouças;4121505
3085; 'Renascença;4121604
3086; 'Reserva';4121703
3087; 'Reserva do Iguaçu;4121752
3088; 'Ribeirão Claro;4121802
3089; 'Ribeirão do Pinhal;4121901
3090; 'Rio Azul';4122008
3091; 'Rio Bom';4122107
3092; 'Rio Bonito do Iguaçu;4122156
3093; 'Rio Branco do Ivaí;4122172
3094; 'Rio Branco do Sul';4122206
3095; 'Rio Negro';4122305
3096; 'Rolândia;4122404
3097; 'Roncador';4122503
3098; 'Rondon';4122602
3099; 'Rosário do Iva�;4122651
3100; 'Sabáudia;4122701
3101; 'Salgado Filho';4122800
3102; 'Salto do Itararé;4122909
3103; 'Salto do Lontra';4123006
3104; 'Santa Amélia;4123105
3105; 'Santa Cecília do Pavã;4123204
3106; 'Santa Cruz de Monte Castelo';4123303
3107; 'Santa Fé;4123402
3108; 'Santa Helena';4123501
3109; 'Santa Inês;4123600
3110; 'Santa Isabel do Ivaí;4123709
3111; 'Santa Izabel do Oeste';4123808
3112; 'Santa Lúcia;4123824
3113; 'Santa Maria do Oeste';4123857
3114; 'Santa Mariana';4123907
3115; 'Santa Mônica;4123956
3116; 'Santa Tereza do Oeste';4124020
3117; 'Santa Terezinha de Itaipu';4124053
3118; 'Santana do Itararé;4124004
3119; 'Santo Antônio da Platina;4124103
3120; 'Santo Antônio do Caiu�;4124202
3121; 'Santo Antônio do Paraís;4124301
3122; 'Santo Antônio do Sudoeste;4124400
3123; 'Santo Inácio;4124509
3124; 'São Carlos do Iva�;4124608
3125; 'São Jerônimo da Serr;4124707
3126; 'São Joã;4124806
3127; 'São João do Caiu;4124905
3128; 'São João do Iva;4125001
3129; 'São João do Triunf;4125100
3130; 'São Jorge d`Oeste;4125209
3131; 'São Jorge do Iva�;4125308
3132; 'São Jorge do Patrocíni;4125357
3133; 'São José da Boa Vist;4125407
3134; 'São José das Palmeira;4125456
3135; 'São José dos Pinhai;4125506
3136; 'São Manoel do Paran�;4125555
3137; 'São Mateus do Sul;4125605
3138; 'São Miguel do Iguaç;4125704
3139; 'São Pedro do Iguaç;4125753
3140; 'São Pedro do Iva�;4125803
3141; 'São Pedro do Paran�;4125902
3142; 'São Sebastião da Amoreir;4126009
3143; 'São Tom�;4126108
3144; 'Sapopema';4126207
3145; 'Sarandi';4126256
3146; 'Saudade do Iguaçu;4126272
3147; 'Sengés;4126306
3148; 'Serranópolis do Iguaç;4126355
3149; 'Sertaneja';4126405
3150; 'Sertanópolis;4126504
3151; 'Siqueira Campos';4126603
3152; 'Sulina';4126652
3153; 'Tamarana';4126678
3154; 'Tamboara';4126702
3155; 'Tapejara';4126801
3156; 'Tapira';4126900
3157; 'Teixeira Soares';4127007
3158; 'Telêmaco Borba;4127106
3159; 'Terra Boa';4127205
3160; 'Terra Rica';4127304
3161; 'Terra Roxa';4127403
3162; 'Tibagi';4127502
3163; 'Tijucas do Sul';4127601
3164; 'Toledo';4127700
3165; 'Tomazina';4127809
3166; 'Três Barras do Paran�;4127858
3167; 'Tunas do Paraná;4127882
3168; 'Tuneiras do Oeste';4127908
3169; 'Tupãssi;4127957
3170; 'Turvo';4127965
3171; 'Ubiratã;4128005
3172; 'Umuarama';4128104
3173; 'União da Vitóri;4128203
3174; 'Uniflor';4128302
3175; 'Uraí;4128401
3176; 'Ventania';4128534
3177; 'Vera Cruz do Oeste';4128559
3178; 'Verê;4128609
3179; 'Virmond';4128658
3180; 'Vitorino';4128708
3181; 'Wenceslau Braz';4128500
3182; 'Xambrê;4128807
3183; 'Abreu e Lima';2600054
3184; 'Afogados da Ingazeira';2600104
3185; 'Afrânio;2600203
3186; 'Agrestina';2600302
3187; 'Água Preta;2600401
3188; 'Águas Belas;2600500
3189; 'Alagoinha';2600609
3190; 'Aliança;2600708
3191; 'Altinho';2600807
3192; 'Amaraji';2600906
3193; 'Angelim';2601003
3194; 'Araçoiaba;2601052
3195; 'Araripina';2601102
3196; 'Arcoverde';2601201
3197; 'Barra de Guabiraba';2601300
3198; 'Barreiros';2601409
3199; 'Belém de Maria;2601508
3200; 'Belém de São Francisc;2601607
3201; 'Belo Jardim';2601706
3202; 'Betânia;2601805
3203; 'Bezerros';2601904
3204; 'Bodocó;2602001
3205; 'Bom Conselho';2602100
3206; 'Bom Jardim';2602209
3207; 'Bonito';2602308
3208; 'Brejão;2602407
3209; 'Brejinho';2602506
3210; 'Brejo da Madre de Deus';2602605
3211; 'Buenos Aires';2602704
3212; 'Buíque;2602803
3213; 'Cabo de Santo Agostinho';2602902
3214; 'Cabrobó;2603009
3215; 'Cachoeirinha';2603108
3216; 'Caetés;2603207
3217; 'Calçado;2603306
3218; 'Calumbi';2603405
3219; 'Camaragibe';2603454
3220; 'Camocim de São Féli;2603504
3221; 'Camutanga';2603603
3222; 'Canhotinho';2603702
3223; 'Capoeiras';2603801
3224; 'Carnaíba;2603900
3225; 'Carnaubeira da Penha';2603926
3226; 'Carpina';2604007
3227; 'Caruaru';2604106
3228; 'Casinhas';2604155
3229; 'Catende';2604205
3230; 'Cedro';2604304
3231; 'Chã de Alegria;2604403
3232; 'Chã Grande;2604502
3233; 'Condado';2604601
3234; 'Correntes';2604700
3235; 'Cortês;2604809
3236; 'Cumaru';2604908
3237; 'Cupira';2605004
3238; 'Custódia;2605103
3239; 'Dormentes';2605152
3240; 'Escada';2605202
3241; 'Exu';2605301
3242; 'Feira Nova';2605400
3243; 'Fernando de Noronha';2605459
3244; 'Ferreiros';2605509
3245; 'Flores';2605608
3246; 'Floresta';2605707
3247; 'Frei Miguelinho';2605806
3248; 'Gameleira';2605905
3249; 'Garanhuns';2606002
3250; 'Glória do Goit�;2606101
3251; 'Goiana';2606200
3252; 'Granito';2606309
3253; 'Gravatá;2606408
3254; 'Iati';2606507
3255; 'Ibimirim';2606606
3256; 'Ibirajuba';2606705
3257; 'Igarassu';2606804
3258; 'Iguaraci';2606903
3259; 'Ilha de Itamaracá;2607604
3260; 'Inajá;2607000
3261; 'Ingazeira';2607109
3262; 'Ipojuca';2607208
3263; 'Ipubi';2607307
3264; 'Itacuruba';2607406
3265; 'Itaíba;2607505
3266; 'Itambé;2607653
3267; 'Itapetim';2607703
3268; 'Itapissuma';2607752
3269; 'Itaquitinga';2607802
3270; 'Jaboatão dos Guararapes;2607901
3271; 'Jaqueira';2607950
3272; 'Jataúba;2608008
3273; 'Jatobá;2608057
3274; 'João Alfredo;2608107
3275; 'Joaquim Nabuco';2608206
3276; 'Jucati';2608255
3277; 'Jupi';2608305
3278; 'Jurema';2608404
3279; 'Lagoa do Carro';2608453
3280; 'Lagoa do Itaenga';2608503
3281; 'Lagoa do Ouro';2608602
3282; 'Lagoa dos Gatos';2608701
3283; 'Lagoa Grande';2608750
3284; 'Lajedo';2608800
3285; 'Limoeiro';2608909
3286; 'Macaparana';2609006
3287; 'Machados';2609105
3288; 'Manari';2609154
3289; 'Maraial';2609204
3290; 'Mirandiba';2609303
3291; 'Moreilândia;2614303
3292; 'Moreno';2609402
3293; 'Nazaré da Mata;2609501
3294; 'Olinda';2609600
3295; 'Orobó;2609709
3296; 'Orocó;2609808
3297; 'Ouricuri';2609907
3298; 'Palmares';2610004
3299; 'Palmeirina';2610103
3300; 'Panelas';2610202
3301; 'Paranatama';2610301
3302; 'Parnamirim';2610400
3303; 'Passira';2610509
3304; 'Paudalho';2610608
3305; 'Paulista';2610707
3306; 'Pedra';2610806
3307; 'Pesqueira';2610905
3308; 'Petrolândia;2611002
3309; 'Petrolina';2611101
3310; 'Poçã;2611200
3311; 'Pombos';2611309
3312; 'Primavera';2611408
3313; 'Quipapá;2611507
3314; 'Quixaba';2611533
3315; 'Recife';2611606
3316; 'Riacho das Almas';2611705
3317; 'Ribeirão;2611804
3318; 'Rio Formoso';2611903
3319; 'Sairé;2612000
3320; 'Salgadinho';2612109
3321; 'Salgueiro';2612208
3322; 'Saloá;2612307
3323; 'Sanharó;2612406
3324; 'Santa Cruz';2612455
3325; 'Santa Cruz da Baixa Verde';2612471
3326; 'Santa Cruz do Capibaribe';2612505
3327; 'Santa Filomena';2612554
3328; 'Santa Maria da Boa Vista';2612604
3329; 'Santa Maria do Cambucá;2612703
3330; 'Santa Terezinha';2612802
3331; 'São Benedito do Sul;2612901
3332; 'São Bento do Una;2613008
3333; 'São Caitano;2613107
3334; 'São Joã;2613206
3335; 'São Joaquim do Monte;2613305
3336; 'São José da Coroa Grand;2613404
3337; 'São José do Belmont;2613503
3338; 'São José do Egit;2613602
3339; 'São Lourenço da Mat;2613701
3340; 'São Vicente Ferrer;2613800
3341; 'Serra Talhada';2613909
3342; 'Serrita';2614006
3343; 'Sertânia;2614105
3344; 'Sirinhaém;2614204
3345; 'Solidão;2614402
3346; 'Surubim';2614501
3347; 'Tabira';2614600
3348; 'Tacaimbó;2614709
3349; 'Tacaratu';2614808
3350; 'Tamandaré;2614857
3351; 'Taquaritinga do Norte';2615003
3352; 'Terezinha';2615102
3353; 'Terra Nova';2615201
3354; 'Timbaúba;2615300
3355; 'Toritama';2615409
3356; 'Tracunhaém;2615508
3357; 'Trindade';2615607
3358; 'Triunfo';2615706
3359; 'Tupanatinga';2615805
3360; 'Tuparetama';2615904
3361; 'Venturosa';2616001
3362; 'Verdejante';2616100
3363; 'Vertente do Lério;2616183
3364; 'Vertentes';2616209
3365; 'Vicência;2616308
3366; 'Vitória de Santo Antã;2616407
3367; 'Xexéu;2616506
3368; 'Acauã;2200053
3369; 'Agricolândia;2200103
3370; 'Água Branca;2200202
3371; 'Alagoinha do Piauí;2200251
3372; 'Alegrete do Piauí;2200277
3373; 'Alto Longá;2200301
3374; 'Altos';2200400
3375; 'Alvorada do Gurguéia;2200459
3376; 'Amarante';2200509
3377; 'Angical do Piauí;2200608
3378; 'Anísio de Abreu;2200707
3379; 'Antônio Almeida;2200806
3380; 'Aroazes';2200905
3381; 'Aroeiras do Itaim';2200954
3382; 'Arraial';2201002
3383; 'Assunção do Piau;2201051
3384; 'Avelino Lopes';2201101
3385; 'Baixa Grande do Ribeiro';2201150
3386; 'Barra d`Alcântara;2201176
3387; 'Barras';2201200
3388; 'Barreiras do Piauí;2201309
3389; 'Barro Duro';2201408
3390; 'Batalha';2201507
3391; 'Bela Vista do Piauí;2201556
3392; 'Belém do Piau�;2201572
3393; 'Beneditinos';2201606
3394; 'Bertolínia;2201705
3395; 'Betânia do Piau�;2201739
3396; 'Boa Hora';2201770
3397; 'Bocaina';2201804
3398; 'Bom Jesus';2201903
3399; 'Bom Princípio do Piau�;2201919
3400; 'Bonfim do Piauí;2201929
3401; 'Boqueirão do Piau�;2201945
3402; 'Brasileira';2201960
